Name,Level,Rating,Duration,Distance,Height
"Ścieżka dydaktyczna ""Wokół Długiego Bagna"": Kampinoski Park Narodowy",Intermediate,0.0,0.92,2.21,50
Pętla Rezerwat Biela - Cisowe - Rezerwat Czarna Woda: Kampinoski Park Narodowy,Expert,0.0,5.48,13.3,275
Pętla Rezerwat na Torfach: Mazowiecki Park Krajobrazowy,Easy,0.0,0.68,1.68,25
Pętla Rezerwat Czartowe Pole przez Szlak Ziemi Józefowskiej: Park Krajobrazowy Puszczy Solskiej,Intermediate,0.0,3.75,9.07,200
Pętla Turzańsk - Suliła,Intermediate,0.0,2.75,5.69,1000
Ustrzyki Dolne - Kiń - Orlik: Park Krajobrazowy Gór Słonnych,Intermediate,5.0,2.07,4.24,650
Pętla Bochotnica - Zamek Esterki - Wąwóz Głęboki Jar: Kazimierski Park Krajobrazowy,Easy,5.0,1.53,3.52,225
Pętla Żdżary - Rezerwat Jata,Intermediate,0.0,2.4,5.81,125
Pętla Desznica - Kolanin: Magurski Park Narodowy,Intermediate,0.0,3.47,6.96,1300
Pętla Kąty - Łysa Góra - Hyrowa - Myscowa: Beskid Niski,Expert,0.0,7.42,15.5,2475
Pętla Rezerwat Święty Roch - Zalew w Krasnobrodzie: Krasnobrodzki Park Krajobrazowy,Intermediate,0.0,2.93,6.64,575
"Ścieżka przyrodnicza ""Bachus"" (pętla z Sawina): Chełmski Park Krajobrazowy",Easy,0.0,1.22,2.94,50
Szlak żółty (pętla Kazimierz Dolny - Wąwóz Małachowskiego): Kazimierski Park Krajobrazowy,Intermediate,0.0,1.55,3.43,375
Szlak źródła Strwiąża (pętla z Ustrzyk Dolnych),Intermediate,0.0,4.1,8.41,1400
Pętla Przełęcz pod Gruszką - Gruszka - Huzele (przez szlak zielony Krysowa - Zagórz),Intermediate,0.0,2.53,5.31,875
Pętla Wapienne - Rozdziele - Ferdel (przez szlak niebieski i zielony): Magurski Park Narodowy,Intermediate,0.0,2.78,5.69,1000
"Pętla Bierówka - Ścieżka ""Najstarsze zabytki kultury materialnej"" - Ścieżka ""Las - różnorodność biocenotyczna""",Easy,0.0,1.35,3.13,200
Pętla Stara Dąbrowa - Rezerwat Biela: Kampinoski Park Narodowy,Easy,0.0,1.92,4.64,100
Pętla Wilcze Tułowskie - Rezerwat Czapliniec: Kampinoski Park Narodowy,Intermediate,0.0,3.32,8.02,175
"Ścieżka ""Śródborze"" (pętla): Kozienicki Park Krajobrazowy",Intermediate,0.0,0.65,1.54,50
Pętla Rezerwat Jedlnia - Zalew Siczki: Kozienicki Park Krajobrazowy,Easy,0.0,1.05,2.52,75
"Ścieżka przyrodnicza ""Rezerwat Modrzewina"" (pętla)",Intermediate,0.0,1.37,3.34,50
"Ścieżka edukacyjna ""Najstarsza Sosna"" (pętla)",Easy,0.0,0.57,1.4,25
Ścieżka spacerowa Krasnobród Podklasztor - Rezerwat św. Roch - Krasnobród - Majdan Wielki (pętla niebieska): Krasnobrodzki Park Krajobrazowy,Intermediate,0.0,4.45,10.4,575
"Ścieżka przyrodniczo-dydaktyczna ""Nadbużańskie Łęgi"" (pętla z Janowa Podlaskiego): Park Krajobrazowy Podlaski Przełom Bugu",Intermediate,0.0,3.82,9.34,125
"Ścieżka przyrodnicza ""Krępak"" (pętla): Park Krajobrazowy Pogórza Przemyskiego",Easy,0.0,0.47,0.95,175
Pętla Poraż - Kąty: Pogórze Bukowskie,Easy,0.0,1.25,2.63,400
Pętla Granica - Krzywa Góra - Famułki: Kampinoski Park Narodowy,Expert,0.0,7.57,18.4,375
"Ścieżka edukacyjna ""Zimne Doły"" (pętla): Chojnowski Park Krajobrazowy",Easy,0.0,1.12,2.7,75
"Szlak ""Pętla Sobiborska"" (zielony) ze stacji Sobibór: Sobiborski Park Krajobrazowy",Intermediate,0.0,2.72,6.62,125
Pętla Stasiana - Ostra: Jaśliski Park Krajobrazowy,Intermediate,0.0,1.88,3.43,900
Pętla Zawadka Rymanowska - Piotruś - Trzciana: Jaśliski Park Krajobrazowy,Expert,0.0,6.45,12.9,2425
Pętla Czarnorzeki - Królewska Góra: Czarnorzecko-Strzyżowski Park Krajobrazowy,Intermediate,0.0,1.52,3.21,475
Pętla Stępina - Rezerwat Góra Chełm: Czarnorzecko-Strzyżowski Park Krajobrazowy,Intermediate,0.0,2.23,4.52,850
Ścieżka dydaktyczna Królewskie Źródła (pętla): Kozłowiecki Park Krajobrazowy,Easy,0.0,0.53,1.28,50
"Ścieżka przyrodniczo-krajobrazowa ""Krępiec"" (pętla): Kozienicki Park Krajobrazowy",Easy,0.0,1.38,3.35,100
Pętla Szumin - Bug: Nadbużanski Park Krajobrazowy,Intermediate,0.0,1.5,3.64,75
Czarny Szlak Lasów Sobiborskich (Sobibór - Jezioro Białe): Sobiborski Park Krajobrazowy,Expert,0.0,5.6,13.6,250
Pętla Bochotnica - Wierzchoniów - Zamek Esterki przez Szlak Niepodległościowy (zielony): Kazimierski Park Krajobrazowy,Intermediate,0.0,3.0,6.69,650
Rezerwat Szklarnia (pętla ścieżką edukacyjną i Szlakiem Historycznym): Park Krajobrazowy Lasy Janowskie,Easy,0.0,1.83,4.47,75
Pętla Łańcuchów - Ciechanki: Nadwieprzański Park Krajobrazowy,Intermediate,0.0,2.5,5.99,200
Czarny Szlak Lasów Sobiborskich (Sobibór - Jezioro Białe): Sobiborski Park Krajobrazowy,Expert,0.0,5.6,13.6,250
Pętla Smerek - Paportna - Jawornik: Ciśniańsko-Wetliński Park Krajobrazowy,Expert,0.0,5.53,10.8,2175
Bartne - Rezerwat Kornuty - Ferdel (przez szlak żółty i zielony): Magurski Park Narodowy,Expert,5.0,5.58,11.5,1850
Nowy Żmigród - Grzywacka Góra - Łysa Góra: Beskid Niski,Intermediate,0.0,3.67,7.67,1225
Pętla Godowska Góra - Bonarówka: Czarnorzecko-Strzyżowski Park Krajobrazowy,Intermediate,0.0,2.57,5.7,575
Pętla Puławy - Przełom Wisłoka (Ściana Olzy),Intermediate,0.0,4.13,9.26,900
"Ścieżka edukacyjna ""Torfowisko Kules"" (pętla z Sadownych Węgrowskich)",Easy,0.0,0.82,1.97,25
Pętla Stróżek - Lasy Kozłowieckie: Kozłowiecki Park Krajobrazowy,Intermediate,0.0,3.25,7.89,150
Pętla Chmiel Drugi - Rezerwat Chmiel - Rezerwat Olszanka: Krzczonowski Park Krajobrazowy,Intermediate,0.0,2.12,5.02,200
"Ścieżka przyrodnicza ""Kalinik"" (pętla z Gnojna): Park Krajobrazowy Podlaski Przełom Bugu",Intermediate,0.0,2.85,6.94,125
Pętla Józefów - Nowiny: Park Krajobrazowy Puszczy Solskiej,Expert,0.0,5.65,13.6,400
Pętla Jezioro Stańków: Chełmski Park Krajobrazowy,Easy,0.0,1.02,2.49,50
"Ścieżka przyrodnicza ""Horyniec - Nowiny Horynieckie"": Południoworoztoczański Park Krajobrazowy",Intermediate,0.0,3.2,7.52,375
"Pętla Wola Wyżna - Źródliska Jasiołki (przez szlak Beskidzka Trasa Kurierska ""Jaga–Kora""): Jaśliski Park Krajobrazowy",Intermediate,0.0,3.37,7.47,750
Pętla Czarnorzeki - Sucha Góra - Królewska Góra - Rezerwat Prządki: Czarnorzecko-Strzyżowski Park Krajobrazowy,Expert,0.0,6.23,12.6,2250
Góra Sobień - Przysłup - Słonny (S-E): Park Krajobrazowy Gór Słonnych,Intermediate,0.0,3.85,7.87,1375
Pętla Karpiska - Czarci Dół - Jezioro Żółw: Mazowiecki Park Krajobrazowy,Intermediate,0.0,3.65,8.84,200
Pętla Zabieżki - Rezerwat Czarci Dół: Mazowiecki Park Krajobrazowy,Intermediate,0.0,2.33,5.62,150
Pętla Rezerwat Ciszek: Kozienicki Park Krajobrazowy,Intermediate,0.0,3.83,9.32,175
Ścieżka historyczno-przyrodnicza do Wzgórza Polak: Roztoczański Park Narodowy,Easy,0.0,0.67,1.52,125
Pętla Ostrów Lubelski - Jezioro Miejskie: Park Krajobrazowy Pojezierze Łęczyńskie,Intermediate,0.0,1.48,3.64,50
Pętla Rezerwat Liski - Pałacyk myśliwski Zamojskich: Strzelecki Park Krajobrazowy,Intermediate,0.0,4.48,11.0,150
"Ścieżka przyrodniczo-edukacyjna ""Szwajcaria Podlaska"" (pętla): Park Krajobrazowy Podlaski Przełom Bugu",Intermediate,0.0,1.32,3.13,125
Szlak Fioletowy (pętla z Lipy): Park Krajobrazowy Lasy Janowskie,Intermediate,0.0,3.68,8.95,150
Ścieżka Terka-Studenne (mała pętla): Ciśniańsko-Wetliński Park Krajobrazowy,Easy,0.0,1.38,2.79,525
Pętla Łańcut,Easy,0.0,1.95,4.56,225
Pętla Rezerwat Królewskie Źródła - Rezerwat Brzeźniczka: Kozienicki Park Krajobrazowy,Intermediate,0.0,2.37,5.67,200
Pętla Pionki Rezerwat Zagożdżon - Rezerwat Ponty Dęby: Kozienicki Park Krajobrazowy,Expert,0.0,5.93,14.3,325
"Ścieżka edukacyjna ""Ostoja"" (pętla przez rezerwat Młochowski Grąd)",Easy,0.0,0.92,2.19,75
Szlak Siedmiu Jezior Włodawskich (żółty) - pętla ze stacji Włodawa: Sobiborski Park Krajobrazowy,Expert,0.0,5.45,13.3,225
Szlak Lasów Włodawskich (zielony) - pętla z Włodawy,Expert,0.0,11.93,29.0,575
Pętla Górecko Stare - Szlak Krawędziowy - Hodowla Konika Polskiego - Gościniec Florianiecki: Roztoczański Park Narodowy,Intermediate,0.0,3.83,9.15,300
Pętla Kazimierz Dolny - Wąwóz Plebanka: Kazimierski Park Krajobrazowy,Easy,0.0,1.23,2.81,200
Pętla Kazimierz Dolny - Wąwóz Kwaskowa Góra: Kazimierski Park Krajobrazowy,Intermediate,0.0,1.53,3.44,300
Pętla Kopanina - Rezerwat Kozie Góry: Kozłowiecki Park Krajobrazowy,Intermediate,0.0,4.48,10.9,225
Ścieżka przyrodnicza Nadrybie (pętla z Nadrybia-Dwór): Park Krajobrazowy Pojezierze Łęczyńskie,Intermediate,0.0,0.9,2.19,25
Pętla Łęczna - Park Podzamcze: Nadwieprzański Park Krajobrazowy,Easy,0.0,0.33,0.78,50
Pętla Rezerwat Szklarnia - Ostoja konika biłgorajskiego: Park Krajobrazowy Lasy Janowskie,Intermediate,0.0,3.85,9.32,200
Pętla Rezerwat Szklarnia - Porytowe Wzgórze przez Szlak Historyczny: Park Krajobrazowy Lasy Janowskie,Intermediate,0.0,3.95,9.62,175
"Ścieżka przyrodniczo-historyczna ""Stryjowskie Debry"" (pętla ze Stryjowa): Skierbieszowski Park Krajobrazowy",Expert,0.0,5.52,12.8,775
Ścieżka edukacyjno-spacerowa Skierbieszów-Dulnik-Zawoda-Broczówka (pętla ze Skierbieszowa): Skierbieszowski Park Krajobrazowy),Intermediate,0.0,2.25,5.39,175
"Ścieżka przyrodniczo-historyczna ""Szczebrzeszyn - Kawęczynek"" (pętla ze Szczebrzeszyna): Szczebrzeszyński Park Krajobrazowy",Intermediate,0.0,4.67,11.1,425
Pętla Szczebrzeszyn - Wąwóz lessowy przez Szlak Partyzancki: Szczebrzeszynski Park Krajobrazowy,Intermediate,0.0,4.42,10.4,525
"Przyrodniczo-kulturowa ścieżka edukacyjna ""Szlakiem Skamieniałych Drzew"" (pętla z Siedlisk): Południoworoztoczański Park Krajobrazowy",Easy,0.0,1.18,2.83,100
Baligród - Łopiennik: Ciśniańsko-Wetliński Park Krajobrazowy,Expert,0.0,7.92,16.4,2600
Pętla Ścieżka przyrodnicza na Przełęcz Żebrak - Jaworne: Ciśniańsko-Wetliński Park Krajobrazowy,Expert,0.0,5.63,12.1,1650
Makowa - Suchy Obycz (przez szlak żółty): Park Krajobrazowy Pogórza Przemyskiego,Intermediate,0.0,2.67,5.57,875
"Pętla Bierówka - Ścieżka ""Pamiątki tragicznej historii"" - Ścieżka ""Las - różnorodność biocenotyczna""",Easy,0.0,1.47,3.22,375
Pętla Rezerwat Liwocz - Góra Liwocz,Easy,0.0,1.42,2.93,500
Pętla Prałkowce - Prałkowska Góra - Fort: Park Krajobrazowy Pogórza Przemyskiego,Easy,0.0,1.48,3.09,500
"Zielona ścieżka ""Wolność jest w naturze"" (pętla Głogów Małopolski - Rezerwat Bór)",Easy,0.0,1.33,3.26,50
Pętla Rezerwat Torfy,Easy,0.0,1.77,4.23,125
Ścieżka przyrodniczo-historyczna Turza (pętla północna),Easy,0.0,0.92,2.2,50
Pętla Rezerwat Husówka,Easy,0.0,0.55,1.29,50
Blick auf die Schneekoppe – Polední kameny / Slonecznik loop from Karpacz,Expert,4.9,7.03,12.9,3250
Siodło pod Tarnicą – Tarnica loop from Wołosate,Expert,4.9,6.42,12.6,2600
Blick auf Maly Staw – Mal Staw See in Polen loop from Karpacz Górny,Expert,4.9,5.43,10.4,2475
Zamek Chojnik – Burg Chojnik loop from Sobieszów,Easy,4.9,1.63,3.06,800
Sokolica – Babia Góra / Babia hora loop from Polana-Kiczory,Intermediate,4.9,3.7,5.99,2275
Siklawica waterfall – Wielki Giewont loop from Za Cieszynianką,Expert,4.9,7.28,11.2,3250
A hiking path with a view – Osadzki Wierch loop from Moczarne,Expert,4.8,6.05,12.1,2300
Wielki Giewont – Dolina Kondratowa loop from Bogówka,Expert,4.9,7.73,11.2,3800
View from Trzy Korony – Przełęcz Sosnów loop from Piaski,Expert,4.8,6.58,12.1,3025
Przełęcz między Kopami – Czarny Staw Gasienicowy loop from Zakopane,Expert,4.8,7.65,12.7,2850
Przełęcz Tąpadła – Ślęża Szczyt 718 m n.p.m loop from Tąpadła,Intermediate,4.8,2.05,3.84,1025
Nosal mountain – Kopieniec Wielki loop from Bystre Dolne,Intermediate,4.8,4.05,6.9,1650
View from Trzy Korony – Schronisko Trzy Korony loop from Sromowce Niżne,Intermediate,4.8,3.32,5.76,1700
Blick in die Schlucht – Wodospad Kamieńczyka loop from Marysin,Intermediate,4.8,3.9,7.04,2075
Dolina Chochołowska – Chochołowska Valley loop from Strążyska,Expert,4.8,5.98,12.4,1875
Tarnica – Wejście na Tarnicę loop from Wołosate,Intermediate,4.9,3.62,6.28,1950
Wodospad Kamieńczyka – Sausteine (Trzy Świnki) loop from Szklarska Poręba Średnia,Expert,4.9,7.95,15.9,3150
Blick in die Schlucht – Sausteine (Trzy Świnki) loop from Marysin,Intermediate,4.8,4.6,8.66,2150
Przedni Staw – Morskie Oko loop from Roztoka,Expert,4.9,8.0,12.2,3425
Wydma Lacka – Wanderdüne loop from Rąbka,Intermediate,4.9,3.92,9.63,75
Bismarckturm – Ślęża Szczyt 718 m n.p.m loop from Sobótka,Intermediate,4.9,3.22,6.04,1575
Leuchtturm Kolberg – Strandspaziergang loop from Luboszyce,Intermediate,4.8,2.1,5.14,50
Medvedin Aussicht – Schöner Wegabschnitt loop from Bedřichov,Intermediate,4.9,4.5,8.88,1950
Szczeliniec o wschodzie loop from Karłów,Easy,4.8,1.05,1.92,525
A hiking path with a view – Smerek loop from Wetlina,Expert,4.9,6.65,13.0,2775
Czarny Staw Gasienicowy – Zielony Staw Mountain Lake loop from Brzeziny,Expert,4.7,7.62,11.9,2650
Kasprov vrch / Kasprowy Wierch – Dolina Kondratowa loop from Kuźnice,Expert,5.0,7.98,11.4,3750
Sukiennice – Wieża Ratuszowa loop from Kraków Zabłocie,Intermediate,4.8,2.68,6.45,175
Králický Sněžník – Schronisko Na Śniezniku PTTK loop from Międzygórze,Expert,4.9,5.53,10.5,2675
Hala Lipowska – Schronisko na Rysiance loop from Żabnica,Expert,5.0,5.18,10.1,2250
Nosal mountain – Under Nosal loop from Bystre,Intermediate,4.8,2.27,3.9,825
Wieża Ratuszowa – Sukiennice loop from Piasek,Easy,4.8,1.73,4.14,150
Rusinowa Polana – Gęsia Szyja loop from Tatranská Javorina,Intermediate,4.9,3.62,5.57,1175
Strandspaziergang – Leuchtturm Kolberg loop from Kołobrzeg Stadion,Intermediate,4.8,2.67,6.52,100
Tarnica – Siodło pod Tarnicą loop from Wołosate,Expert,4.9,5.87,11.6,2275
Králický Sněžník – Schronisko Na Śniezniku PTTK loop from Międzygórze,Expert,5.0,6.45,12.6,2825
Wielka Sowa / Hohe Eule 🦉 – Sowie Góry loop from Sokolec,Easy,4.8,1.92,3.61,925
Grenzblick – Schneegruben loop from Szklarska Poręba Górna,Expert,4.9,7.58,14.4,3500
Kryzna Gora/Kreuzberg – Szwajcarka loop from Strużnica,Easy,4.9,1.63,3.22,700
Wieża widokowa – Ślęża Szczyt 718 m n.p.m loop from Tąpadła,Intermediate,4.9,2.62,5.08,1100
Schronisko PTTK Skrzyczne – Malinowska Skała loop from Ostre,Expert,5.0,5.4,10.0,2475
Lodziarnia GRAMY – MARINA KAJAKOWA Paprocany loop from Osiedle Z,Easy,5.0,1.82,4.43,75
Under Nosal – Kasprov vrch / Kasprowy Wierch loop from Zwierzyniec,Expert,4.9,7.55,11.0,3475
Barania Góra – Kaskady Rodła loop from Osiedle Noclegi,Expert,4.8,5.88,11.9,2225
Bialy Krzyz – Malinowska Skała loop from Biały Krzyż,Expert,5.0,7.77,14.6,3700
Start Bledne Skaly Felsentour – Błędne Skały loop from Darnków,Intermediate,5.0,2.42,5.18,700
Schronisko PTTK Jagodna – Jagodna z wieżą widokową loop from Spalona,Intermediate,4.8,2.47,5.47,575
Bukowina Waskmundzka – Schronisko pod Turbaczem loop from Oleksówki,Intermediate,4.8,4.48,8.78,1900
Wodospad Szklarka – Ortszentrum Szklarska Poreba loop from Szklarska Poręba,Easy,4.7,1.95,4.29,475
Králický Sněžník – Schronisko Na Śniezniku PTTK loop from Janowa Góra,Intermediate,5.0,4.32,7.78,2325
Siklawica waterfall – Siklawica waterfall loop from Strążyska,Intermediate,4.8,1.77,2.94,600
Wanderdüne in Leba – Wydma Lacka loop from Rąbka,Intermediate,4.9,2.78,6.83,75
Źródełko Świętego Franciszka – Kapliczka Św Franciszka loop from Święta Katarzyna,Easy,4.9,1.38,2.47,750
MARINA KAJAKOWA Paprocany – Lodziarnia GRAMY loop from Osiedle N,Intermediate,5.0,2.45,5.92,125
Ratusz – Rynek Wrocław loop from Wrocław Główny,Intermediate,4.8,2.73,6.59,175
Przełęcz Wyżniańska – Mała Rawka loop from Brzegi Górne,Intermediate,4.9,4.42,7.78,2275
Turbacz 1310m above see level – Schronisko pod Turbaczem loop from Oleksówki,Expert,4.6,5.05,9.94,2100
Schronisko Wysoki Kamień – Viewpoint over the Death Curve loop from Białka,Intermediate,4.9,2.58,5.14,1000
Blick auf die Schneekoppe – Zejście ze Śnieżki loop from Wilcza Poręba,Intermediate,4.8,1.88,3.45,725
PTTK Markowe Szczawiny Shelter – Pod Małą Babią Górą loop from Przyborów,Expert,4.5,5.32,7.61,3200
Polana z widokiem na tatry – Polana Wyrobek loop from Krościenko nad Dunajcem,Intermediate,4.9,3.3,5.87,1750
Schronisko na Hali Ornak – Dolina Chochołowska loop from Dolina Chochołowska,Expert,4.5,7.52,14.2,2375
Totenkopf Felsen – Narożnik loop from Karłów,Intermediate,4.9,2.68,6.06,550
Skrzyczne – Schronisko PTTK Skrzyczne loop from Szczyrk,Intermediate,4.7,3.92,6.38,2375
Mokra Jama – Gipfel loop from Brzeziny,Intermediate,5.0,4.38,7.28,1325
Hala Racza – Schronisko na Przegibku loop from Rycerka Górna,Expert,4.7,6.13,12.1,2525
Hala Miziowa – Pilsko szczyt loop from Korbielów,Expert,4.8,5.62,9.51,3275
Nationalpark Misdroy – Wolinski Nationalpark loop from Międzyzdroje,Intermediate,4.7,2.53,5.97,300
Turbacz 1310m above see level – Schronisko pod Turbaczem loop from Poręba Wielka,Expert,5.0,5.58,10.6,2400
Start Bledne Skaly Felsentour – Błędne Skały loop from Machovská Lhota,Easy,4.9,0.6,1.34,125
Climb along stream – Rastplatz am Wildbach loop from Za Cieszynianką,Intermediate,4.7,3.97,7.46,1475
Klimczok very important – Kamienie z gór świata loop from Olszówka Górna,Intermediate,4.9,4.85,9.24,2225
Mal Staw See in Polen – Blick auf Maly Staw loop from Karpacz Górny,Expert,4.9,7.18,13.1,3400
Chełmiec – Przełęcz Rosochatka loop from Boguszów-Gorce,Easy,4.9,1.92,3.88,750
Schronisko PTTK Skrzyczne – Skrzyczne loop from Szczyrk,Intermediate,4.6,3.6,5.52,2325
Zamek Królewski w Warszawie – Warsaw Old Town loop from Centrum,Easy,5.0,1.52,3.65,100
Lubomir (904m npm) – Schronisko PTTK na kudłaczach loop from Węglówka,Intermediate,4.9,3.52,6.82,1425
Schneegruben – Kammweg loop from Marysin,Expert,4.9,6.28,11.6,2950
Kryzna Gora/Kreuzberg – Gipfelkreuz des Krzyżna Góra loop from Trzcińsko,Easy,4.9,2.0,3.84,900
Wąwóz Homole – Wysoka loop from Jaworki,Intermediate,4.8,2.68,4.77,1400
Wieża widokowa – Ślęża Szczyt 718 m n.p.m loop from Sulistrowiczki,Intermediate,4.8,3.77,7.55,1450
Wąwóz Homole – Wysoka loop from Szlachtowa,Intermediate,5.0,4.3,8.64,1600
Kasprov vrch / Kasprowy Wierch – Przełęcz między Kopami loop from Kuźnice,Expert,5.0,7.8,10.9,3750
Schronisko pod Turbaczem – Turbacz 1310m above see level loop from Szuflów,Expert,4.8,5.3,10.4,2250
Wielka Sowa / Hohe Eule 🦉 – Sowie Góry loop from Sokolec,Intermediate,4.9,2.15,4.19,925
Klimczok pod Magurą – Szczyt Błatnia loop from Podskole,Expert,5.0,5.95,11.5,2525
A view from Bukowe Berdo – Bukowe Berdo loop from Muczne,Intermediate,4.8,3.95,7.29,1950
Narożnik – Totenkopf Felsen loop from Łężyce,Intermediate,5.0,3.05,6.78,700
Wieża widokowa – Ślęża Szczyt 718 m n.p.m loop from Sulistrowiczki,Intermediate,5.0,3.53,7.16,1350
Szklarka – Wodospad Szklarka loop from Szklarska Poręba Górna,Intermediate,4.7,3.05,6.55,900
Kamienie z gór świata – Klimczok very important loop from Olszówka Górna,Intermediate,4.9,4.72,9.0,2175
Klimczok very important – Szczyt Błatnia loop from Kamienica,Expert,5.0,5.7,10.9,2475
Orlica – Singieltrack Orlica loop from Graniczna,Easy,5.0,1.62,3.42,525
Kłodzka Góra – Skrzyżowanie szlaków loop from Gaj,Intermediate,4.7,2.03,3.88,875
Barbakan – Zamek Królewski w Warszawie loop from Nowa Praga I,Intermediate,5.0,2.23,5.37,150
View Point of the Mountain – Świątynia Wang loop from Karpacz Górny,Intermediate,4.8,3.4,6.94,1300
Blick über die Grenze – Indian Summer loop from Jarnołtówek,Intermediate,5.0,3.23,6.28,1425
Siklawica waterfall – Siklawica waterfall loop from Małe Żywczańskie,Intermediate,4.7,4.57,9.31,1100
Ciemniak – Przysłop Miętusi loop from Strążyska,Expert,5.0,7.78,9.72,3975
Smerek – Przełęcz Orłowicza loop from Smerek,Intermediate,4.8,4.72,9.06,2000
Lakeside Walk – New Zoo loop from Zwierzyniec,Easy,4.9,1.78,4.33,100
Park w Kuźnicach – Under Nosal loop from Parcele Urzędnicze,Intermediate,5.0,1.83,3.99,500
Przełęcz Przegibek – Magurka loop from Do Chrobaków,Intermediate,4.7,3.08,6.36,1075
Wielki Giewont – Tour zum Giewont Gipfel loop from Krzeptówki-Potok,Expert,4.9,6.3,8.58,3025
Kopa Kondracka 2005 m.n.p.m – Przysłop Miętusi loop from Ornak,Expert,4.6,7.75,9.34,4100
Wydma Czołpińska – Leuchtturm loop from Smołdziński Las,Intermediate,4.9,2.95,7.09,200
Zamek Królewski w Warszawie – Warsaw Old Town loop from Warszawa Powiśle,Easy,4.7,1.97,4.64,225
Malinowska Skała – Skrzyczne loop from Biały Krzyż,Intermediate,5.0,4.9,9.9,1850
Siklawica waterfall – Wielki Giewont loop from Małe Żywczańskie,Expert,4.9,6.43,8.7,3175
Steilküste von Mistroy – Strand loop from Międzyzdroje,Intermediate,4.9,2.25,5.49,100
Wildbach – Nosal mountain loop from Zwierzyniec,Intermediate,4.9,2.67,5.1,925
Králický Sněžník – Schronisko Na Śniezniku PTTK loop from Międzygórze,Expert,4.9,6.2,12.1,2725
Bialy Krzyz – Malinowska Skała loop from Biały Krzyż,Intermediate,4.9,2.52,4.92,1075
Rękawica / Die Felsen-Hand – Brama Krakowska / Krakauer Tor loop from Czajowice,Intermediate,4.8,2.02,4.22,650
Kolberger Moor... Natur pur – Kolberger Moor loop from Uzdrowiska,Intermediate,4.7,3.35,8.25,50
Staw Wydra – Staw Gródek loop from Dobra,Easy,4.9,1.35,3.23,100
Schronisko PTTK na kudłaczach – Lubomir (904m npm) loop from Poręba,Intermediate,4.7,2.33,5.02,650
Králický Sněžník – Schronisko Na Śniezniku PTTK loop from Sienna,Expert,4.9,7.7,15.3,2975
Brama Krakowska / Krakauer Tor – Rękawica / Die Felsen-Hand loop from Czajowice,Intermediate,4.8,2.98,6.32,900
Hafen Hel – Mega kładka spacerowa loop from Hel,Easy,4.6,1.97,4.81,50
Pomnik Harcerzy – Maltasee loop from Miasteczko,Intermediate,4.9,2.1,5.08,125
Szwajcarka – Bolzenschloss (Zamek Bolczów) loop from Trzcińsko,Intermediate,4.9,4.42,8.76,1850
Kirowa Woda Bridge – Schronisko na Hali Ornak loop from Strążyska,Expert,4.7,7.63,11.6,3250
Blick in die Schlucht – Wodospad Kamieńczyka loop from Marysin,Easy,4.8,1.58,3.29,575
Hala Miziowa – Pilsko szczyt loop from Korbielów,Expert,5.0,5.8,10.1,3125
Hala Racza loop from Rycerka Górna,Intermediate,4.6,3.0,5.47,1600
Westerplatte – Strand Westerplatte Danzig loop from Westerplatte,Easy,4.3,0.9,2.19,25
Kolberger Moor... Natur pur – Kolberger Moor loop from Podczele,Intermediate,4.7,3.35,8.22,75
Kammweg Riesengebirge – Schneegruben loop from Marysin,Intermediate,5.0,3.03,6.09,1175
Tarnica – Siodło pod Tarnicą loop from Ustrzyki Górne,Expert,5.0,5.5,10.7,2325
Blick zur Mole – Strand Swinemünde loop from Dzielnica Nadmorska,Intermediate,4.9,3.12,7.62,100
Mogielica Aussichtsturm – Mogielica (1170m npm) loop from Chyszówki,Intermediate,4.9,2.68,4.64,1500
Blick auf Jahrunderthalle – Zoo von Wrocław loop from Plac Grunwaldzki,Easy,5.0,1.38,3.37,50
Wysoka – Wąwóz Homole loop from Sucha Dolina,Expert,5.0,7.27,14.7,2575
Wodospad Kamieńczyka – Blick in die Schlucht loop from zklarska Poręba,Intermediate,4.6,2.18,4.58,750
Polední kameny / Slonecznik – Blick auf die Schneekoppe loop from Bedřichov,Expert,5.0,5.8,11.7,1750
Kaiser-Franz-Josef-Warte – Blick über die Grenze loop from Pokrzywna,Expert,5.0,6.02,11.2,2875
Przełęcz Wyżniańska – Mała Rawka loop from Brzegi Górne,Intermediate,4.8,3.18,5.7,1525
Schronisko PTTK na Błatniej – Szczyt Błatnia loop from Brenna,Intermediate,4.9,3.1,5.63,1600
Chochołowska Valley – Dolina Chochołowska loop from Ornak,Expert,5.0,7.9,13.8,2800
Hala Lipowska – Schronisko na Rysiance loop from Złatna,Intermediate,4.5,3.3,5.94,1725
Schronisko Wysoki Kamień – Blick von der Hochsteinbaude loop from Szklarska Poręba Górna,Intermediate,4.9,3.67,7.54,1250
Leuchtturm von Sopot – Kurhaus loop from Królewski Dwór,Intermediate,4.8,3.23,7.94,75
Rudawiec – Kowadło loop from Nowa Morawa,Intermediate,4.7,4.3,8.31,1800
Wielki Giewont – Under Nosal loop from Strążyska,Expert,4.7,7.77,12.3,3275
Gebirgskamm Schneekoppe – Blick auf die Schneekoppe loop from Karpacz Górny,Expert,4.9,6.95,12.4,3575
Schneegruben – Grenzblick loop from Marysin,Intermediate,4.7,2.57,5.44,825
🚲 – Natur pur loop from Dziewiąty,Easy,5.0,1.83,4.48,50
Hala Lipowska – Schronisko na Rysiance loop from Milówka,Expert,5.0,6.83,13.2,3075
